y x
17.2443361729898 4.57957225960685
19.706307515343 5.69217967173929
16.0460501410426 4.37225406868617
19.0410161177668 5.03507138321366
22.4128274290929 5.85572043635119
17.1777921246703 4.69854600927267
16.7090834159674 4.76391680741653
16.189068124947 4.68231434373786
17.2458971370009 4.85711318256692
18.2169167996141 5.06905411240196
18.4598737198831 5.61381517192673
17.5317523718653 4.59911027267359
16.515009365699 4.45980369998631
17.8934145508935 4.92123282194656
15.7986342781591 4.46411998006104
18.6158391330029 4.93050692972508
16.5765084297986 4.70134345264354
11.6664138301763 3.90801661995421
17.7281240660498 5.12040862796835
18.7614408109716 4.87032229663287
18.8481189309243 5.45025597266663
21.5061181807449 5.47093469693387
23.5360658269618 5.73398095170985
19.5531706842378 5.35338054477896
18.2872981873968 5.40950446513108
18.211967320543 4.85325907564877
19.2821823045266 5.70929453624297
21.461267711607 5.74938691370324
16.7382653756019 4.67145895275717
16.0923773192755 4.573602279999
27.8026864987299 5.15795751918073
29.1042331908897 5.55484708382943
29.1130325394789 6.10773028583902
26.7909563423096 5.60855181947867
30.0176939605227 5.73961089331914
28.1932312462245 5.47578691620893
23.5809012091809 4.49523367701872
23.2421503007888 3.99976363068102
21.1092177370905 4.11890706377397
24.2733704462766 4.92869593702247
30.448669793994 5.77503018474157
22.4166252968765 4.59878840914261
24.6098915761876 4.96271054005866
29.6872967816349 5.94783397736123
25.8198350768026 4.77171552953978
27.5801263485459 5.28111168132151
24.5140625245201 4.55649574424429
24.0058199369334 4.76987771190241
25.2000855673288 4.63783575696626
26.1607399668823 4.96539442208294
28.130502132861 5.73162428147434
26.3460987977063 5.09386304871657
30.22428142386 5.51101143066542
25.7737488027323 4.70408258352448
25.4705500550428 4.94389967248193
23.7316904893798 4.53752345706716
27.6065636455947 5.37665239914776
25.5449722414321 4.94369546489848
24.4566032673776 4.9679545358901
26.0739517247821 5.11663764677288
29.6729229436526 4.43170859842575
33.4614317183703 5.42741521156423
29.3258823135872 4.71081479051907
32.8010590564549 5.24818076951508
28.8653489154441 4.61997103469411
31.5554863874707 4.82930686480029
26.4572466165739 3.9488354397611
31.5929618003524 4.84914885931555
28.0119147370131 4.3638082789094
30.6267826776318 4.86016694509539
27.9704605457083 4.89795133959021
32.7950262488175 4.88719290724132
31.78748858512 5.17351422601105
32.6920157785618 5.01618392129896
31.3161450301785 5.2067656448359
30.0299222090868 4.92232576168731
32.9067806247281 5.48674269624152
31.1234862837776 5.06054507138674
31.3586905184178 5.09458684573873
29.3885513747689 4.71855746508702
30.5566848057289 5.24920808250067
27.6591638910131 4.12884875331845
31.7164715401404 5.48776454860184
29.1993330445987 4.98795856363178
32.3158726635775 5.33784223765704
29.9114156984951 4.6448451974733
37.346753549083 6.1936163231887
28.9836654032137 4.76328399390177
31.7647414102812 4.96211372166661
29.36132699076 4.73907997176086
